npi,code,code_description,gold_card_status,start_date,end_date,pas,approval_rate
1396841268,77290,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,yes,10/1/2022,12/31/9999,18,100%
1396841268,77293,RESPIRATORY MOTION MANAGEMENT SIMULATION,yes,10/1/2022,12/31/9999,8,100%
1396841268,77300,BASIC RADIATION DOSIMETRY CALCULATION,yes,10/1/2022,12/31/9999,19,100%
1396841268,77301,NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,yes,10/1/2022,12/31/9999,16,100%
1396841268,77334,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,yes,10/1/2022,12/31/9999,18,100%
1396841268,77336,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,yes,10/1/2022,12/31/9999,18,100%
1396841268,77338,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,yes,10/1/2022,12/31/9999,15,100%
1396841268,77427,RADIATION TREATMENT MANAGEMENT 5 TREATMENTS,yes,10/1/2022,12/31/9999,17,100%
1396841268,77470,SPECIAL TREATMENT PROCEDURE,yes,10/1/2022,12/31/9999,12,100%
1396841268,G6015,INTENSITY MODULATED TX DEL 1/MX FLDS PER TX SESS,yes,10/1/2022,12/31/9999,15,100%
1396991170,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,no,10/1/2022,12/31/9999,5,80%
1396991170,E0562,HUMDIFIR HEATED USED W/POS ARWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,5,100%
1396991170,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE DEVICE,no,10/1/2022,12/31/9999,6,83%
1407056443,REHABILITATION,COMPREHENSIVE INPATIENT REHABILITATION FACILITY // DAY(S),yes,10/1/2022,12/31/9999,9,100%
1407089642,78815,PET IMAGING CT ATTENUATION SKULL BASE MID-THIGH,yes,10/1/2022,12/31/9999,10,90%
1407173230,11900,INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,yes,10/1/2022,12/31/9999,7,100%
1407838394,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),no,10/1/2022,12/31/9999,5,60%
1407858384,30140,SUBMUCOUS RESCJ INFERIOR TURBINATE PRTL/COMPL,yes,10/1/2022,12/31/9999,9,100%
1407858384,30520,SEPTOPLASTY/SUBMUCOUS RESECJ W/WO CARTILAGE GRF,yes,10/1/2022,12/31/9999,7,100%
1407858384,31267,NSL/SINUS NDSC MAX ANTROST W/RMVL TISS MAX SINUS,yes,10/1/2022,12/31/9999,7,100%
1407858384,31276,NASAL/SINUS NDSC W/RMVL TISS FROM FRONTAL SINUS,yes,10/1/2022,12/31/9999,6,100%
1407858384,70486,CT MAXILLOFACIAL W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,26,92%
1407858384,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,yes,10/1/2022,12/31/9999,7,100%
1407879489,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,10,40%
1407902794,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,10,100%
1407954845,47562,LAPAROSCOPY SURG CHOLECYSTECTOMY,no,10/1/2022,12/31/9999,7,86%
1407954845,49650,LAPAROSCOPY SURG RPR INITIAL INGUINAL HERNIA,yes,10/1/2022,12/31/9999,6,100%
1407954845,49652,LAPS REPAIR HERNIA EXCEPT INCAL/INGUN REDUCIBLE,yes,10/1/2022,12/31/9999,5,100%
1417098500,70470,CT HEAD/BRAIN W/O & W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,20%
1417121286,71260,CT THORAX W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,7,100%
1417121286,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1417121286,Q5120,INJ PEGFILGRASTIM-BMEZ BIOSIMLR ZIEXTENZO 0.5 MG,no,10/1/2022,12/31/9999,6,67%
1417141706,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,9,67%
1417189325,96413,CHEMOTX ADMN IV NFS TQ UP 1 HR 1/1ST SBST/DRUG,no,10/1/2022,12/31/9999,7,86%
1417189325,96415,CHEMOTHERAPY ADMN IV INFUSION TQ EA HR,no,10/1/2022,12/31/9999,7,86%
1417189325,J0717,INJECTION CERTOLIZUMAB PEGOL 1 MG,yes,10/1/2022,12/31/9999,6,100%
1417459900,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,5,80%
1427009182,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,7,71%
1427009182,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,13,62%
1427010073,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,5,80%
1427034875,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,no,10/1/2022,12/31/9999,6,83%
1427034875,29881,ARTHRS KNE SURG W/MENISCECTOMY MED/LAT W/SHVG,yes,10/1/2022,12/31/9999,7,100%
1427034875,29882,ARTHROSCOPY KNEE W/MENISCUS RPR MEDIAL/LATERAL,yes,10/1/2022,12/31/9999,7,100%
1427034875,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,11,82%
1427034875,73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,12,92%
1427034875,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,15,100%
1427034875,L1833,KNEE ORTHOSIS ADJUSTABLE JOINT RIGD SUPP PREFAB,no,10/1/2022,12/31/9999,5,40%
1427095603,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,5,100%
1427163286,90999,UNLISTED DIALYSIS PROCEDURE INPATIENT/OUTPATIENT,no,10/1/2022,12/31/9999,5,40%
1427248970,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,5,40%
1427248970,74176,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,57%
1437168671,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),yes,10/1/2022,12/31/9999,5,100%
1437307592,73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,5,80%
1437359213,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,yes,10/1/2022,12/31/9999,12,100%
1437359213,64484,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,yes,10/1/2022,12/31/9999,12,100%
1437359213,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1437367042,36466,NJX NONCMPND SCLEROSANT MULTIPLE INCMPTNT VEINS,no,10/1/2022,12/31/9999,8,88%
1437367042,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,yes,10/1/2022,12/31/9999,6,100%
1437388022,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,40%
1437487188,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1437492428,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1437576386,72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,5,100%
1437576386,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,22,86%
1437576493,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,71%
1447253687,71260,CT THORAX W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,6,67%
1447253687,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,43%
1447253687,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,5,60%
1447257993,90937,HEMODIALYSIS PX REPEAT EVAL W/WO REVJ DIALYS RX,no,10/1/2022,12/31/9999,7,29%
1447257993,90999,UNLISTED DIALYSIS PROCEDURE INPATIENT/OUTPATIENT,no,10/1/2022,12/31/9999,7,29%
1447273644,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,no,10/1/2022,12/31/9999,20,70%
1447273644,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,no,10/1/2022,12/31/9999,14,86%
1447273644,E0562,HUMDIFIR HEATED USED W/POS ARWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,7,100%
1447273644,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,7,100%
1447292206,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,8,100%
1447332457,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,7,86%
1447542832,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1447592662,72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,7,100%
1447592662,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1447631684,REHABILITATION,COMPREHENSIVE INPATIENT REHABILITATION FACILITY // DAY(S),no,10/1/2022,12/31/9999,5,80%
1447787312,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,9,44%
1457313892,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1457339640,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,9,78%
1457353294,47563,LAPS SURG CHOLECYSTECTOMY W/CHOLANGIOGRAPHY,no,10/1/2022,12/31/9999,9,89%
1457435745,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,7,86%
1457453599,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1457453599,78815,PET IMAGING CT ATTENUATION SKULL BASE MID-THIGH,yes,10/1/2022,12/31/9999,5,100%
1457453599,GENETICS,OFFICE // UNIT(S),no,10/1/2022,12/31/9999,5,40%
1457511818,J9035,INJECTION BEVACIZUMAB 10 MG,yes,10/1/2022,12/31/9999,5,100%
1457586844,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,5,100%
1457779407,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,71%
1467498642,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,10,90%
1467498642,72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,16,75%
1467498642,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,8,25%
1467548628,71260,CT THORAX W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,6,100%
1467548628,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1467561902,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,29,97%
1467773713,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,50%
1467815043,J7323,HYALURONAN/DERIVATIVE EUFLEXXA IA INJ PER DOSE,yes,10/1/2022,12/31/9999,6,100%
1467998047,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,43%
1477502235,70544,MRA HEAD W/O CONTRST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1477502235,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,15,93%
1477502235,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,21,100%
1477502235,72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,5,100%
1477502235,72156,MRI SPINAL CANAL CERVICAL W/O & W/CONTR MATRL,yes,10/1/2022,12/31/9999,7,100%
1477535367,73718,MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL,yes,10/1/2022,12/31/9999,5,100%
1477535367,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,9,100%
1477588192,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,20%
1477738409,74176,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,6,83%
1477745800,J3490,UNCLASSIFIED DRUGS,yes,10/1/2022,12/31/9999,6,100%
1477757730,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,6,100%
1477811321,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,43%
1477874477,81206,BCR/ABL1 MAJOR BREAKPNT QUALITATIVE/QUANTITATIVE,yes,10/1/2022,12/31/9999,6,100%
1487010393,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,yes,10/1/2022,12/31/9999,5,100%
1487010393,E0562,HUMDIFIR HEATED USED W/POS ARWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,5,100%
1487010393,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,5,100%
1487074746,11900,INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,yes,10/1/2022,12/31/9999,6,100%
1487615274,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,7,100%
1487760229,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1487814398,J9035,INJECTION BEVACIZUMAB 10 MG,no,10/1/2022,12/31/9999,17,82%
1487833042,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,6,100%
1497013544,J7328,HYALURONAN/DERIVATIVE GELSYN-3 FOR IA INJ 0.1 MG,no,10/1/2022,12/31/9999,6,83%
1497015952,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,no,10/1/2022,12/31/9999,8,75%
1497015952,29880,ARTHRS KNEE W/MENISCECTOMY MED&LAT W/SHAVING,yes,10/1/2022,12/31/9999,5,100%
1497015952,29881,ARTHRS KNE SURG W/MENISCECTOMY MED/LAT W/SHVG,yes,10/1/2022,12/31/9999,8,100%
1497015952,29882,ARTHROSCOPY KNEE W/MENISCUS RPR MEDIAL/LATERAL,yes,10/1/2022,12/31/9999,10,100%
1497015952,73700,CT LOWER EXTREMITY W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,10,90%
1497015952,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,6,100%
1497015952,G0151,SERVICE PHYS THERAP HOME HLTH/HOSPICE EA 15 MIN,yes,10/1/2022,12/31/9999,6,100%
1497195481,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,6,100%
1497778229,71260,CT THORAX W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1497783831,37252,INTRAVASCULAR US NONCORONARY RS&I INTIAL VESSEL,no,10/1/2022,12/31/9999,6,67%
1497783831,37253,INTRAVASCULAR US NONCORONARY RS&I ADDL VESSEL,no,10/1/2022,12/31/9999,5,60%
1497869101,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,5,100%
1508022484,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,yes,10/1/2022,12/31/9999,17,94%
1508022484,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,no,10/1/2022,12/31/9999,7,86%
1508025412,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1508028523,J9035,INJECTION BEVACIZUMAB 10 MG,no,10/1/2022,12/31/9999,10,80%
1508132812,SURGICAL,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1508153685,37221,REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOPLSTY,yes,10/1/2022,12/31/9999,9,100%
1508153685,37225,REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL,yes,10/1/2022,12/31/9999,9,100%
1508153685,37227,REVSC OPN/PRQ FEM/POP W/STNT/ATHRC/ANGIOP SM VSL,yes,10/1/2022,12/31/9999,9,100%
1508153685,37229,REVSC OPN/PRQ TIB/PERO W/ATHRC/ANGIOP SM VSL,yes,10/1/2022,12/31/9999,9,100%
1508153685,37231,REVSC OPN/PRQ TIB/PERO W/STNT/ATHR/ANGIOP SM VSL,yes,10/1/2022,12/31/9999,9,100%
1508850066,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,10,50%
1508869769,58558,HYSTEROSCOPY BX ENDOMETRIUM&/POLYPC W/WO D&C,yes,10/1/2022,12/31/9999,6,100%
1508893942,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,63%
1508968850,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,5,100%
1518933811,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,17%
1518938497,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,yes,10/1/2022,12/31/9999,7,100%
1518938497,64484,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,yes,10/1/2022,12/31/9999,5,100%
1518938497,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1528021458,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,no,10/1/2022,12/31/9999,5,80%
1528021458,29826,ARTHROSCOPY SHOULDER W/CORACOACRM LIGMNT RELEASE,no,10/1/2022,12/31/9999,8,88%
1528021458,29827,ARTHROSCOPY SHOULDER ROTATOR CUFF REPAIR,yes,10/1/2022,12/31/9999,7,100%
1528021458,29848,NDSC WRST SURG W/RLS TRANSVRS CARPL LIGM,yes,10/1/2022,12/31/9999,7,100%
1528021458,29881,ARTHRS KNE SURG W/MENISCECTOMY MED/LAT W/SHVG,yes,10/1/2022,12/31/9999,11,100%
1528021458,72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,11,100%
1528021458,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,19,79%
1528021458,73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,21,95%
1528021458,73700,CT LOWER EXTREMITY W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1528021458,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,59,90%
1528061108,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,yes,10/1/2022,12/31/9999,15,93%
1528097268,87804,IAADIADOO INFLUENZA,no,10/1/2022,12/31/9999,13,0%
1528097268,87880,IAADIADOO STREPTOCOCCUS GROUP A,no,10/1/2022,12/31/9999,11,0%
1528097268,99203,OFFICE OUTPATIENT NEW 30 MINUTES,no,10/1/2022,12/31/9999,6,0%
1528097268,99204,OFFICE OUTPATIENT NEW 45 MINUTES,no,10/1/2022,12/31/9999,26,0%
1528097268,99214,OFFICE OUTPATIENT VISIT 25 MINUTES,no,10/1/2022,12/31/9999,8,0%
1528097268,G2023,SPEC CLCT FOR SARS-COV-2 COVID-19 ANY SPEC SRC,no,10/1/2022,12/31/9999,22,0%
1528113172,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),yes,10/1/2022,12/31/9999,5,100%
1528316460,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,17%
1538132030,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,5,100%
1538141247,49650,LAPAROSCOPY SURG RPR INITIAL INGUINAL HERNIA,yes,10/1/2022,12/31/9999,6,100%
1538141247,49652,LAPS REPAIR HERNIA EXCEPT INCAL/INGUN REDUCIBLE,yes,10/1/2022,12/31/9999,9,100%
1538195938,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,5,80%
1538199708,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,50%
1538303623,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,11,73%
1538327903,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,10,40%
1538369194,J9035,INJECTION BEVACIZUMAB 10 MG,no,10/1/2022,12/31/9999,21,86%
1538390232,81420,FETAL CHROMOSOMAL ANEUPLOIDY GENOMIC SEQ ANALYS,yes,10/1/2022,12/31/9999,6,100%
1538421557,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,45,64%
1538450721,J9035,INJECTION BEVACIZUMAB 10 MG,no,10/1/2022,12/31/9999,6,83%
1538526702,70450,CT HEAD/BRAIN W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1548200835,J9035,INJECTION BEVACIZUMAB 10 MG,yes,10/1/2022,12/31/9999,11,91%
1548260029,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,6,83%
1548260029,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,37,97%
1548260029,MEDICAL CARE,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),no,10/1/2022,12/31/9999,6,67%
1548260029,MRI SCAN,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),no,10/1/2022,12/31/9999,8,25%
1548354921,36245,SLCTV CATHJ EA 1ST ORD ABDL PEL/LXTR ART BRNCH,yes,10/1/2022,12/31/9999,5,100%
1548354921,37221,REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOPLSTY,yes,10/1/2022,12/31/9999,7,100%
1548354921,37225,REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL,yes,10/1/2022,12/31/9999,7,100%
1548354921,37227,REVSC OPN/PRQ FEM/POP W/STNT/ATHRC/ANGIOP SM VSL,yes,10/1/2022,12/31/9999,7,100%
1548354921,37229,REVSC OPN/PRQ TIB/PERO W/ATHRC/ANGIOP SM VSL,yes,10/1/2022,12/31/9999,7,100%
1548354921,37252,INTRAVASCULAR US NONCORONARY RS&I INTIAL VESSEL,yes,10/1/2022,12/31/9999,6,100%
1548354921,37253,INTRAVASCULAR US NONCORONARY RS&I ADDL VESSEL,yes,10/1/2022,12/31/9999,6,100%
1548375827,71250,CT THORAX W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1548403496,J9035,INJECTION BEVACIZUMAB 10 MG,no,10/1/2022,12/31/9999,12,83%
1548655517,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,8,100%
1558330498,74176,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1558330498,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,28,86%
1558453522,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,7,86%
1558475582,J9035,INJECTION BEVACIZUMAB 10 MG,no,10/1/2022,12/31/9999,18,83%
1558527747,99183,PHYS/QHP ATTN&SUPVJ HYPRBARIC OXYGEN TX/SESSION,no,10/1/2022,12/31/9999,6,67%
1558527747,G0277,HPO UND PRESS FULL BODY CHMBR PER 30 MIN INT,no,10/1/2022,12/31/9999,6,83%
1558611525,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,10,80%
1558624239,78815,PET IMAGING CT ATTENUATION SKULL BASE MID-THIGH,yes,10/1/2022,12/31/9999,10,90%
1558676841,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,13,54%
1558676841,36466,NJX NONCMPND SCLEROSANT MULTIPLE INCMPTNT VEINS,no,10/1/2022,12/31/9999,13,54%
1558676841,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,13,54%
1558676841,36482,ENDOVEN ABLTI THER CHEM ADHESIVE 1ST VEIN,no,10/1/2022,12/31/9999,13,54%
1558676841,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,46,87%
1558676841,93228,XTRNL MOBILE CV TELEMETRY W/I&REPORT 30 DAYS,yes,10/1/2022,12/31/9999,9,100%
1558676841,93229,XTRNL MOBILE CV TELEMETRY W/TECHNICAL SUPPORT,yes,10/1/2022,12/31/9999,9,100%
1558781062,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,29%
1568413417,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,6,100%
1568465763,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,yes,10/1/2022,12/31/9999,8,100%
1568485084,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,7,71%
1568490621,11042,DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,no,10/1/2022,12/31/9999,5,80%
1568712156,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1568776391,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1578932521,90838,PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 60 MIN,no,10/1/2022,12/31/9999,5,20%
1578932521,99205,OFFICE OUTPATIENT NEW 60 MINUTES,no,10/1/2022,12/31/9999,5,20%
1588005276,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,50%
1588667778,G0151,SERVICE PHYS THERAP HOME HLTH/HOSPICE EA 15 MIN,no,10/1/2022,12/31/9999,8,88%
1588667778,G0152,SERVICE OCCUP THERAP HOME HLTH/HOSPICE EA 15 MIN,no,10/1/2022,12/31/9999,5,80%
1588667778,G0299,DIRECT SNS RN HOME HEALTH/HOSPICE SET EA 15 MIN,no,10/1/2022,12/31/9999,7,86%
1588667778,G0300,DIRECT SNS LPN HOME HLTH/HOSPICE SET EA 15 MIN,no,10/1/2022,12/31/9999,5,80%
1588767503,90999,UNLISTED DIALYSIS PROCEDURE INPATIENT/OUTPATIENT,no,10/1/2022,12/31/9999,5,80%
